epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon,rho
1000.0,0.8052856922149658,0.6730042099952698,0.8101999759674072,0.0008515837876186,,,,0.6481252504424939
2000.0,0.8098571300506592,0.6559426784515381,0.8112000226974487,0.0008515837876186,,,,0.6481252504424939
2100.0,0.7945713996887207,0.6821984648704529,0.7904999852180481,0.0008515837876186,,,,0.6481252504424939
2200.0,0.7931428551673889,0.688224196434021,0.7928000092506409,0.0008515837876186,,,,0.6481252504424939
2300.0,0.7931428551673889,0.6780979633331299,0.7879999876022339,0.0008515837876186,,,,0.6481252504424939
2400.0,0.7898571491241455,0.7046851515769958,0.7833999991416931,0.0008515837876186,,,,0.6481252504424939
2500.0,0.7892857193946838,0.667707085609436,0.7838000059127808,0.0008515837876186,,,,0.6481252504424939
2600.0,0.7964285612106323,0.6821301579475403,0.7936000227928162,0.0008515837876186,,,,0.6481252504424939
2700.0,0.7972857356071472,0.6672328114509583,0.7944999933242798,0.0008515837876186,,,,0.6481252504424939
2800.0,0.7912856936454773,0.6888846158981323,0.7860999703407288,0.0008515837876186,,,,0.6481252504424939
2900.0,0.7914285659790039,0.7111272811889648,0.784500002861023,0.0008515837876186,,,,0.6481252504424939
3000.0,0.7891428470611572,0.7001222968101501,0.791700005531311,0.0008515837876186,,,,0.6481252504424939
3100.0,0.7902857065200806,0.6832958459854126,0.7889999747276306,0.0008515837876186,,,,0.6481252504424939
3200.0,0.7945713996887207,0.6898587942123413,0.7890999913215637,0.0008515837876186,,,,0.6481252504424939
3300.0,0.7938571572303772,0.707633376121521,0.7914999723434448,0.0008515837876186,,,,0.6481252504424939
